No,Keyword,Search Volume,CPC,Paid Difficulty,SEO Difficulty
560,"mortgage broker gladstone",320,"$21.76",21,13
561,"mortgage broker gladstone qld",50,"$32.72",38,13
562,"mortgage broker glen waverley",110,"$0.00",8,14
563,"mortgage broker gosford",590,"$19.46",28,15
564,"mortgage broker greensborough",90,"$7.65",40,10
565,"mortgage broker gungahlin",90,"$10.55",9,15
566,"mortgage broker hawthorn",90,"$11.66",33,12
567,"mortgage broker hervey bay",210,"$14.11",68,14
568,"mortgage broker home loan",3600,"$35.45",26,14
569,"mortgage broker home loan refinance",720,"$32.14",7,8
570,"mortgage broker hornsby",90,"$22.77",51,14
571,"mortgage broker hurstville",90,"$8.93",33,15
572,"mortgage broker in bankstown",90,"$20.09",21,0
573,"mortgage broker in berwick",260,"$8.91",40,15
574,"mortgage broker in blacktown",110,"$19.82",11,0
575,"mortgage broker in brighton",110,"$30.38",18,13
576,"mortgage broker in croydon",90,"$24.04",34,14
577,"mortgage broker in doncaster",110,"$29.14",23,14
578,"mortgage broker in gold coast",1000,"$34.89",28,0
579,"mortgage broker in ipswich",320,"$26.92",27,0
580,"mortgage broker in liverpool",140,"$13.46",23,14
581,"mortgage broker in pakenham",50,"$11.41",53,15
582,"mortgage broker in parramatta",390,"$20.20",21,0
583,"mortgage broker in point cook",210,"$16.24",20,14
584,"mortgage broker in richmond va",90,"$7.34",19,0
585,"mortgage broker in ryde",90,"$33.04",4,14
586,"mortgage broker in tarneit",210,"$11.81",24,15
587,"mortgage broker in uk",170,"$0.00",1,6
588,"mortgage broker in windsor",50,"$20.52",13,15
589,"mortgage broker inner west",70,"$16.88",8,12
590,"mortgage broker job brisbane",70,"$7.26",25,0
591,"mortgage broker job role",90,"$5.77",19,0
592,"mortgage broker joondalup",210,"$23.65",25,10
593,"mortgage broker kellyville",260,"$0.00",20,14
594,"mortgage broker keysborough",50,"$16.98",22,12
595,"mortgage broker kingscliff",50,"$16.48",42,8
596,"mortgage broker kingston",50,"$19.75",41,15
597,"mortgage broker kogarah",50,"$26.56",18,15
598,"mortgage broker lane cove",50,"$26.32",31,13
599,"mortgage broker lidcombe",70,"$0.00",7,9
600,"mortgage broker liverpool",140,"$13.46",23,14
601,"mortgage broker logan",50,"$2.62",11,10
602,"mortgage broker mackay",390,"$22.28",79,15
603,"mortgage broker malvern",70,"$15.73",20,11
604,"mortgage broker manly",90,"$23.70",32,14
605,"mortgage broker margaret river",50,"$17.76",45,15
606,"mortgage broker maroubra",170,"$5.71",39,14
607,"mortgage broker melton",110,"$30.90",52,14
608,"mortgage broker mentoring",110,"$6.63",50,16
609,"mortgage broker midland",50,"$21.54",47,14
610,"mortgage broker milton",70,"$11.13",18,7
611,"mortgage broker miranda",50,"$7.28",30,15
612,"mortgage broker mitcham",50,"$16.58",34,15
613,"mortgage broker mosman",50,"$5.00",16,14
614,"mortgage broker mount barker",70,"$34.54",61,15
615,"mortgage broker mount gambier",50,"$16.99",56,7
616,"mortgage broker mount waverley",50,"$22.08",41,13
617,"mortgage broker mulgrave",50,"$3.99",16,14
618,"mortgage broker narre warren",110,"$15.25",28,10
619,"mortgage broker neutral bay",50,"$29.68",18,12
620,"mortgage broker new farm",140,"$18.52",26,13
621,"mortgage broker newport",50,"$50.70",2,9
622,"mortgage broker noosa",140,"$23.99",39,15
623,"mortgage broker north lakes",110,"$24.18",59,14
624,"mortgage broker north sydney",260,"$15.60",7,10
625,"mortgage broker northcote",50,"$11.23",39,11
626,"mortgage broker northern beaches",260,"$23.78",43,13
627,"mortgage broker nowra",110,"$19.91",64,14
628,"mortgage broker nunawading",50,"$0.00",2,12
629,"mortgage broker oakleigh",50,"$4.53",5,13
630,"mortgage broker orange nsw",50,"$12.01",71,14
631,"mortgage broker payment",1600,"$7.89",1,0
632,"mortgage broker port lincoln",50,"$27.14",22,13
633,"mortgage broker port melbourne",50,"$16.71",20,15
634,"mortgage broker preston",140,"$7.73",30,11
635,"mortgage broker prospect",50,"$5.91",12,15
636,"mortgage broker queanbeyan",90,"$26.14",19,14
637,"mortgage broker randwick",260,"$11.46",7,13
638,"mortgage broker redcliffe",50,"$25.12",60,14
639,"mortgage broker redland bay",50,"$38.83",33,14
640,"mortgage broker reservoir",320,"$0.00",13,15
641,"mortgage broker review",140,"$22.79",27,4
642,"mortgage broker richmond",110,"$20.14",21,14
643,"mortgage broker ringwood",140,"$9.98",40,12
644,"mortgage broker robina",70,"$18.49",42,12
645,"mortgage broker rockdale",50,"$4.21",18,10
646,"mortgage broker rockhampton",210,"$20.65",60,9
647,"mortgage broker rockingham",210,"$22.77",37,13
648,"mortgage broker rouse hill",70,"$20.34",46,10
649,"mortgage broker rowville",70,"$10.95",33,15
650,"mortgage broker ryde",70,"$0.00",20,14
651,"mortgage broker salary australia",90,"$5.60",7,15
652,"mortgage broker salisbury",50,"$17.21",41,14
653,"mortgage broker scarborough",70,"$18.78",1,10
654,"mortgage broker shellharbour",70,"$13.82",47,14
655,"mortgage broker shepparton",210,"$13.65",51,14
656,"mortgage broker singleton",480,"$26.12",55,12
657,"mortgage broker south morang",50,"$1.00",38,15
658,"mortgage broker south perth",50,"$20.65",48,10
659,"mortgage broker south yarra",70,"$9.31",36,13
660,"mortgage broker southport",70,"$20.08",10,15
661,"mortgage broker springvale",70,"$10.01",33,7
662,"mortgage broker st kilda",210,"$3.75",4,13
663,"mortgage broker strathfield",70,"$14.18",18,12
664,"mortgage broker sunbury",70,"$22.82",59,15
665,"mortgage broker sunnybank",70,"$12.04",24,11
666,"mortgage broker sutherland shire",140,"$22.19",49,13
667,"mortgage broker taree",50,"$14.12",96,8
668,"mortgage broker toorak",50,"$2.28",5,8
669,"mortgage broker torquay",90,"$17.35",16,8
670,"mortgage broker trail commissions",170,"$4.98",6,7
671,"mortgage broker truganina",90,"$5.58",34,14
672,"mortgage broker victor harbor",50,"$11.09",20,12
673,"mortgage broker wagga",260,"$22.54",69,12
674,"mortgage broker wagga wagga",210,"$17.59",24,15
675,"mortgage broker wangaratta",70,"$13.91",85,11
676,"mortgage broker wantirna",50,"$21.28",26,14
677,"mortgage broker warragul",110,"$14.43",26,13
678,"mortgage broker werribee",140,"$14.73",59,15
679,"mortgage broker western sydney",170,"$18.57",15,12
680,"mortgage broker what is",880,"$7.28",8,12
681,"mortgage broker wheelers hill",50,"$3.01",18,13
682,"mortgage broker williamstown",50,"$29.05",26,15
683,"mortgage broker wollongong",480,"$33.12",31,15
684,"mortgage broker wonthaggi",50,"$18.38",42,13
685,"mortgage broker wynnum",90,"$20.00",44,15
686,"mortgage broker yarraville",70,"$17.01",20,7
687,"mortgage brokers bairnsdale",70,"$35.36",53,8
688,"mortgage brokers baldivis",70,"$29.65",45,11
689,"mortgage brokers ballina",90,"$18.21",38,9
690,"mortgage brokers bankstown",140,"$14.37",16,14
691,"mortgage brokers baulkham hills",140,"$6.82",17,14
692,"mortgage brokers belconnen",50,"$16.68",9,15
693,"mortgage brokers berwick",260,"$25.21",25,15
694,"mortgage brokers blacktown",210,"$24.95",36,13
695,"mortgage brokers brighton",110,"$30.38",18,13
696,"mortgage brokers broome",50,"$16.27",17,9
697,"mortgage brokers buderim",50,"$18.53",12,11
698,"mortgage brokers bunbury",320,"$20.79",57,14
699,"mortgage brokers burleigh heads",50,"$9.02",22,12
700,"mortgage brokers busselton",90,"$12.43",72,15
701,"mortgage brokers byron bay",50,"$30.81",50,14
702,"mortgage brokers caboolture",50,"$35.70",49,13
703,"mortgage brokers caloundra",90,"$21.71",46,10
704,"mortgage brokers camberwell",110,"$13.23",17,13
705,"mortgage brokers camden",70,"$40.91",42,11
706,"mortgage brokers campbelltown",140,"$23.18",59,15
707,"mortgage brokers caroline springs",170,"$17.38",36,14
708,"mortgage brokers castle hill",260,"$17.61",13,13
709,"mortgage brokers cockburn",50,"$16.82",26,10
710,"mortgage brokers craigieburn",140,"$13.80",34,14
711,"mortgage brokers cranbourne",170,"$18.52",30,10
712,"mortgage brokers cronulla",140,"$17.81",40,14
713,"mortgage brokers crows nest",70,"$7.62",20,14
714,"mortgage brokers croydon",90,"$24.04",34,12
715,"mortgage brokers dandenong",140,"$20.12",37,14
716,"mortgage brokers doncaster",110,"$29.14",23,10
717,"mortgage brokers echuca",90,"$9.90",43,14
718,"mortgage brokers ellenbrook",70,"$35.53",26,13
719,"mortgage brokers eltham",70,"$31.56",23,10
720,"mortgage brokers essendon",70,"$17.72",35,14
721,"mortgage brokers fees",480,"$9.85",27,1
722,"mortgage brokers footscray",50,"$22.45",10,10
723,"mortgage brokers for self employed",140,"$31.53",15,12
724,"mortgage brokers geelong vic",880,"$16.33",28,14
725,"mortgage brokers gisborne",50,"$25.44",44,12
726,"mortgage brokers gladstone",320,"$21.76",21,13
727,"mortgage brokers gladstone qld",50,"$32.72",38,13
728,"mortgage brokers gosford",590,"$19.46",28,13
729,"mortgage brokers greensborough",110,"$13.15",5,9
730,"mortgage brokers gungahlin",90,"$10.55",9,11
731,"mortgage brokers hawthorn",90,"$11.66",33,14
732,"mortgage brokers hervey bay",210,"$14.11",68,13
733,"mortgage brokers hornsby",90,"$22.77",51,14
734,"mortgage brokers hurstville",90,"$8.93",33,15
735,"mortgage brokers in blackburn",70,"$8.45",18,14
736,"mortgage brokers in liverpool",140,"$13.46",23,14
737,"mortgage brokers in milton",70,"$11.13",18,11
738,"mortgage brokers in newport",50,"$50.70",2,8
739,"mortgage brokers in preston",140,"$7.73",30,13
740,"mortgage brokers in scarborough",70,"$18.78",1,10
741,"mortgage brokers in tamworth",140,"$14.03",76,10
742,"mortgage brokers in victoria",170,"$18.38",31,2
743,"mortgage brokers joondalup",170,"$28.31",14,10
744,"mortgage brokers kingston",50,"$19.75",41,15
745,"mortgage brokers manly",90,"$23.70",32,14
746,"mortgage brokers marketing",170,"$35.76",2,14
747,"mortgage brokers maroubra",170,"$5.71",39,14
748,"mortgage brokers melbourne australia",2400,"$23.84",7,0
749,"mortgage brokers melton",110,"$30.90",52,12
750,"mortgage brokers midland",50,"$21.54",47,15
751,"mortgage brokers milton",70,"$11.13",18,12
752,"mortgage brokers mount barker",70,"$34.54",61,14
753,"mortgage brokers narellan",90,"$20.51",16,12
754,"mortgage brokers narre warren",110,"$15.25",28,14
755,"mortgage brokers new farm",140,"$12.76",4,7
756,"mortgage brokers new south wales",260,"$25.35",17,0
757,"mortgage brokers noosa",140,"$23.99",39,15
758,"mortgage brokers north lakes",110,"$24.18",59,14
759,"mortgage brokers northcote",50,"$11.23",39,14
760,"mortgage brokers northern beaches",260,"$27.51",18,13
761,"mortgage brokers nowra",110,"$19.91",64,15
762,"mortgage brokers orange nsw",50,"$12.01",71,10
763,"mortgage brokers paddington",50,"$16.88",19,14
764,"mortgage brokers pakenham",170,"$21.16",31,12
765,"mortgage brokers penrith nsw",480,"$19.35",12,0
766,"mortgage brokers port lincoln",50,"$27.14",22,11
767,"mortgage brokers port melbourne",50,"$16.71",20,12
768,"mortgage brokers queanbeyan",90,"$26.14",19,14
769,"mortgage brokers randwick",260,"$11.46",7,7
770,"mortgage brokers redcliffe",50,"$25.12",60,14
771,"mortgage brokers redland bay",50,"$18.29",33,15
772,"mortgage brokers richmond va",90,"$7.88",12,0
773,"mortgage brokers ringwood",140,"$9.98",40,12
774,"mortgage brokers robina",70,"$22.02",33,10
775,"mortgage brokers rockingham",210,"$22.77",37,13
776,"mortgage brokers salary",1600,"$7.89",1,0
777,"mortgage brokers salisbury",50,"$17.21",41,14
778,"mortgage brokers shellharbour",90,"$20.26",35,11
779,"mortgage brokers singleton",480,"$26.12",55,10
780,"mortgage brokers south melbourne",110,"$11.32",26,12
781,"mortgage brokers south perth",50,"$20.65",48,9
782,"mortgage brokers south yarra",70,"$9.31",36,12
783,"mortgage brokers southport",70,"$20.08",10,14
784,"mortgage brokers st kilda",210,"$3.75",4,11
785,"mortgage brokers subiaco",70,"$8.05",32,13
786,"mortgage brokers sunbury",70,"$22.82",59,13
787,"mortgage brokers sunnybank",70,"$12.04",24,11
788,"mortgage brokers sutherland shire",140,"$22.19",49,11
789,"mortgage brokers tarneit",210,"$16.87",11,15
790,"mortgage brokers torquay",90,"$17.35",16,7
791,"mortgage brokers trailing commissions",140,"$5.17",6,14
792,"mortgage brokers tweed heads",90,"$31.13",43,11
793,"mortgage brokers victor harbor",50,"$11.09",20,12
794,"mortgage brokers vs bank",260,"$15.84",16,1
795,"mortgage brokers wagga",260,"$20.75",30,8
796,"mortgage brokers warragul",110,"$14.43",26,9
797,"mortgage brokers werribee",140,"$14.73",59,15
798,"mortgage brokers what do they do",50,"$5.60",22,12
799,"mortgage brokers wheelers hill",50,"$3.01",18,11
800,"mortgage brokers williamstown",50,"$29.05",26,15
801,"mortgage brokers yarraville",70,"$17.01",20,7
802,"mortgage broking business for sale",170,"$3.41",24,0
803,"mortgage choice broker adelaide kent town michael karp",70,"$0.00",3,15
804,"mortgage company for sale",50,"$3.55",14,0
805,"mortgage company in australia",720,"$19.98",28,14
806,"mortgage ezy broker portal",140,"$0.00",1,12
807,"mortgage for 1st time buyer",260,"$7.86",20,12
808,"mortgage for a second home",90,"$7.83",3,6
809,"mortgage for equity release",70,"$6.48",21,14
810,"mortgage for first time homebuyer",1600,"$12.95",5,7
811,"mortgage for low income earners",70,"$17.79",69,15
812,"mortgage for teachers",480,"$31.42",49,14
813,"mortgage for the self employed",1300,"$24.08",28,14
814,"mortgage house north sydney",140,"$7.63",8,14
815,"mortgage house portal",50,"$3.58",21,8
816,"mortgage lenders first time buyers",720,"$7.02",6,7
817,"mortgage lenders for teachers",480,"$26.41",25,0
818,"mortgage loan books for sale",70,"$15.27",6,15
819,"mortgage loan for business owners",320,"$11.90",23,12
820,"mortgage loan for house",110,"$15.27",27,14
821,"mortgage loans for disabled",70,"$19.04",70,12
822,"mortgage loans for nurses",720,"$13.78",71,12
823,"mortgage loans for police officers",70,"$14.82",22,15
824,"mortgage loans for renovations",50,"$5.67",31,15
825,"mortgage pre approval online",260,"$172.56",7,9
826,"mortgage rates for investment property",590,"$11.29",56,6
827,"mortgage rates in new zealand",720,"$3.19",1,6
828,"mortgage selling house",210,"$8.71",6,15
829,"motorbike finance broker",140,"$45.59",12,9
830,"ms in finance",4400,"$13.65",28,14
831,"narellan mortgage broker",90,"$20.51",16,12
832,"nepali mortgage broker",50,"$7.62",19,8
833,"nepali mortgage broker in perth",140,"$11.67",10,9
834,"newport mortgage brokers",50,"$50.70",2,9
835,"nils loan application form qld pdf download",70,"$4.50",5,13
836,"nils loan application form wa",50,"$7.63",20,0
837,"not declaring dependents on mortgage application",50,"$7.26",3,0
838,"online apply for personal loan",880,"$30.85",19,11
839,"online apply personal loan",880,"$30.85",19,11
840,"online car loan apply",140,"$28.54",14,10
841,"online course for mortgage broker",210,"$12.47",77,1
842,"online course in finance",1300,"$14.03",28,4
843,"online courses for finance",1300,"$14.03",28,4
844,"online degree in finance",170,"$17.87",33,3
845,"online home loan application",50,"$205.91",62,7
846,"online loan for business",880,"$43.76",13,9
847,"online loan in the philippines",70,"$5.47",15,10
848,"online masters of science in finance",480,"$24.03",15,10
849,"online pre approval home loan",210,"$103.89",44,12
850,"orange mortgage brokers",140,"$13.63",43,15
851,"pakenham mortgage broker",170,"$21.16",31,12
852,"pawn and loan near me",90,"$10.25",56,15
853,"payday loan for bad credit history",1300,"$10.61",81,15
854,"payday loan for centrelink",1900,"$3.33",73,13
855,"payday loan no credit check lender",2400,"$6.66",72,7
856,"payday loan store near me",320,"$6.35",50,11
857,"paying for mortgage with credit card",260,"$8.04",3,6
858,"personal loan broker adelaide",50,"$8.90",49,11
859,"personal loan brokers adelaide",50,"$8.90",49,13
860,"personal loan cheapest rates",260,"$16.95",70,13
861,"personal loan for 100k",110,"$27.43",75,11
862,"personal loan for 40000",70,"$33.86",63,9
863,"personal loan for a student",480,"$10.05",19,11
864,"personal loan for a wedding",390,"$17.10",10,9
865,"personal loan for bankrupts",90,"$17.69",39,12
866,"personal loan for holiday",210,"$32.21",19,0
867,"personal loan for international student",170,"$12.09",33,0
868,"personal loan for online",590,"$25.43",32,15
869,"personal loan for people on centrelink",170,"$8.96",69,13
870,"personal loan for single mothers",50,"$19.21",41,13
871,"personal loan for weddings",210,"$23.75",16,0
872,"personal loan from private lender",50,"$37.99",75,15
873,"personal loan how to apply",210,"$34.05",23,12
874,"personal loan online lenders",590,"$25.43",32,15
875,"personal loan with cheapest interest rate",480,"$27.48",69,12
876,"point cook mortgage broker",210,"$22.84",32,15
877,"point cook mortgage brokers",210,"$16.24",20,15
878,"pre approval for home loan",1300,"$90.28",50,12
879,"pre approval for home loan online",210,"$103.89",44,12
880,"pre approved mortgage lenders",1300,"$69.63",46,12
881,"private business loan lenders",170,"$26.29",38,11
882,"private home loan lenders australia",50,"$25.18",61,11
883,"private lender business loan",170,"$26.29",38,5
884,"private lender construction loan",70,"$20.31",37,12
885,"private lender for home loan",390,"$21.02",41,1
886,"private lender mortgage",480,"$20.00",7,7
887,"private loan lenders australia",720,"$17.69",64,1
888,"private loan lenders melbourne",210,"$6.03",28,0
889,"private loan mortgage lenders",390,"$19.54",47,1
890,"private second mortgage lenders",50,"$21.99",8,9
891,"process for home loan approval",70,"$25.75",21,6
892,"process for mortgage pre approval",90,"$17.96",55,14
893,"property for sale vendor finance",140,"$6.69",6,0
894,"property loan for business",110,"$15.80",27,3
895,"python for finance yves hilpisch",140,"$3.90",41,3
896,"queensland mortgage broker data breach",5400,"$4.70",1,6
897,"quote for a loan",70,"$56.99",70,10
898,"rams mortgage brokers",50,"$15.22",77,1
899,"rates for 30 year mortgage",320,"$3.08",14,10
900,"rates for commercial mortgage",140,"$8.53",31,0
901,"rates for home equity loan",590,"$4.34",13,9
902,"recruitment agencies for finance",140,"$9.59",19,0
903,"recruitment agency for finance",260,"$3.37",25,13
904,"refinance a house loan",6600,"$33.75",35,14
905,"refinance home loan online",50,"$79.09",55,10
906,"refinance my house loan",320,"$54.69",45,14
907,"rent in advance loan",50,"$5.72",55,3
908,"required documents for business loan",50,"$5.83",4,7
909,"requirements for a business loan",480,"$13.77",28,1
910,"responsibilities of a mortgage broker",90,"$5.31",21,12
911,"review for mortgage lender",210,"$14.88",14,0
912,"rockhampton mortgage broker",260,"$22.59",57,11
913,"rules for refinancing mortgage",50,"$5.10",27,0
914,"rv loan lenders",390,"$30.07",24,14
915,"salary sacrifice for mortgage",2400,"$3.93",10,14
916,"sam walker mortgage broker",50,"$0.00",9,0
917,"second home mortgage lender",90,"$13.55",3,6
918,"second lender mortgage",140,"$32.77",69,13
919,"second mortgage lenders",140,"$31.58",70,14
920,"second mortgage lenders australia",70,"$15.97",65,10
921,"second mortgage private lender",50,"$21.99",8,10
922,"secured loan on house",140,"$43.00",15,0
923,"seo for mortgage broker",70,"$15.22",1,11
924,"seo for mortgage brokers",70,"$15.22",1,14
925,"short courses for finance",320,"$8.94",43,1
926,"small loan for car",260,"$28.51",35,14
927,"small loan for centrelink customers",50,"$5.49",65,13
928,"smsf loan broker",50,"$26.97",27,9
929,"smsf loan brokers",70,"$38.33",82,9
930,"smsf mortgage broker",110,"$43.51",75,12
931,"south melbourne mortgage broker",110,"$11.32",26,14
932,"start up loan for small business",320,"$26.35",33,0
933,"startup loan for small business",480,"$15.25",6,0
934,"strategy in finance",390,"$4.80",4,7
935,"student loan for university",90,"$6.24",31,15
936,"student loan to study in australia",210,"$3.93",42,11
937,"studies in finance",260,"$16.33",51,4
938,"study for finance",260,"$12.61",57,12
939,"study loan for australia",1900,"$4.52",40,7
940,"sydney home loan broker",3600,"$22.74",28,15
941,"sydney mortgage brokers",3600,"$19.32",27,10
942,"tamworth mortgage brokers",140,"$19.27",61,10
943,"tenancy in common mortgage loans",110,"$8.50",32,13
944,"things to ask mortgage broker",210,"$4.27",13,15
945,"tiny house loan",210,"$8.40",49,12
946,"tips for finance",110,"$3.18",2,14
947,"title loan for car",260,"$9.39",46,12
948,"top mortgage broker australia",90,"$6.98",47,1
949,"top universities in australia for finance",90,"$5.77",33,15
950,"trail commission mortgage broker",140,"$5.17",6,15
951,"trailing commissions mortgage brokers",170,"$4.98",6,7
952,"truck finance broker",390,"$71.27",35,13
953,"truck loan broker",70,"$35.63",27,15
954,"types of loans for mortgage",50,"$6.75",41,12
955,"use car as collateral for loan",90,"$19.51",63,15
956,"used cars on finance near me",70,"$5.60",97,15
957,"using superannuation for home loan",70,"$7.39",32,15
958,"vehicle as collateral for a loan",50,"$11.12",76,15
959,"warrnambool mortgage broker",110,"$14.28",50,14
960,"warrnambool mortgage brokers",140,"$25.89",33,15
961,"westpac lenders mortgage insurance",110,"$9.79",8,0
962,"westpac mortgage application",50,"$44.53",61,14
963,"what are mortgage brokers",880,"$6.18",7,0
964,"what are the interest rates for car loan",210,"$8.03",64,15
965,"what credit score do i need for a mortgage",50,"$12.20",79,15
966,"what do i need for home loan",110,"$9.24",12,9
967,"what is a loan for a car",170,"$5.21",10,2
968,"what is a mortgage broker do",720,"$5.74",8,0
969,"what is a mortgage loan broker",720,"$10.25",5,1
970,"what is a pre approval for a home loan",590,"$8.19",25,6
971,"what is current interest rate for home loan",390,"$6.48",52,9
972,"what is house loan",320,"$7.99",8,0
973,"what is mortgage broker",880,"$6.18",7,6
974,"what is rate of interest for car loan",170,"$9.10",55,15
975,"what is the average mortgage repayment in australia",50,"$4.69",23,7
976,"what is the current interest rate for auto loan",90,"$8.23",63,14
977,"what is the difference in a secured and unsecured loan",140,"$9.13",23,6
978,"when to refinance house loan",210,"$13.92",26,0
979,"which mortgage aggregator for a new broker",70,"$0.00",1,14
980,"white goods loan for centrelink",110,"$3.25",28,8
981,"will applying for a loan hurt my credit",50,"$12.41",23,0
982,"will home loan interest rates go down in 2024",50,"$9.67",14,5
983,"windsor mortgage broker",50,"$20.52",13,14
984,"working capital in finance",90,"$27.86",45,5
985,"200 loan lender",390,"$6.31",74,8
986,"2nd mortgage lender",110,"$26.46",49,9
987,"2nd tier mortgage lenders",110,"$24.69",83,9
